transaction_id,customer_id,merchant_id,amount,payment_method,bank,failure_reason,failure_category,attempt_count,previous_success_count,previous_failure_count,preferred_payment_method,customer_tenure_days,customer_value_segment,hour_of_day,day_of_week,merchant_category,checkout_abandoned,checkout_duration_seconds,device_type,historical_avg_order_value,recovery_action,recovery_success,recovery_delay_minutes,recovered_amount
tx_rec_110911,cust_14934,mer_138,1468.21,UPI,Kotak Mahindra Bank,USER_CANCELLED,INTENT_ABANDONMENT,1,8,7,UPI,143,STANDARD,10,5,EdTech & Learning,0,239,DESKTOP,1468.02,WHATSAPP_CONCIERGE,1,5.9,1468.21
tx_rec_110912,cust_16137,mer_170,7348.39,CARD,Punjab National Bank,CARD_DECLINED,FINANCIAL_LIMIT,1,14,2,CARD,29,STANDARD,8,5,E-Commerce & Retail,0,258,MOBILE_ANDROID,4227.88,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_110913,cust_12060,mer_161,94604.12,UPI,Federal Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,25,3,UPI,96,VIP,9,1,Travel & Hospitality,0,241,MOBILE_IOS,53306.44,SMART_PAYLINK_1CLICK,1,1.4,94604.12
tx_rec_110914,cust_16671,mer_152,20470.3,UPI,State Bank of India,UPI_PIN_FAILED,AUTHENTICATION,1,7,1,CARD,47,GROWTH,19,6,EdTech & Learning,0,48,MOBILE_IOS,17137.49,SMART_PAYLINK_1CLICK,1,17.2,20470.3
tx_rec_110915,cust_12754,mer_203,13872.87,CARD,State Bank of India,BANK_TIMEOUT,TECHNICAL_TIMEOUT,1,20,5,NET_BANKING,61,GROWTH,15,5,SaaS & Cloud Services,0,307,MOBILE_ANDROID,12783.08,CARD_UPDATE_PROMPT,1,20.3,13872.87
tx_rec_110916,cust_11280,mer_135,22921.97,NET_BANKING,ICICI Bank,USER_CANCELLED,INTENT_ABANDONMENT,1,51,3,NET_BANKING,119,VIP,7,2,SaaS & Cloud Services,0,127,MOBILE_ANDROID,30803.53,CARD_UPDATE_PROMPT,1,67.5,22921.97
tx_rec_110917,cust_15789,mer_176,36397.06,NET_BANKING,State Bank of India,AUTHENTICATION_FAILED,AUTHENTICATION,2,19,5,UPI,436,VIP,7,5,SaaS & Cloud Services,0,40,MOBILE_ANDROID,44815.11,UPI_INTENT_FALLBACK,1,7.0,36397.06
tx_rec_110918,cust_17173,mer_139,3317.8,CARD,State Bank of India,BANK_DECLINED,FINANCIAL_LIMIT,1,5,4,CARD,64,STANDARD,0,1,SaaS & Cloud Services,0,62,MOBILE_IOS,6172.97,TIMED_SMART_RETRY,0,0.0,0.0
tx_rec_110919,cust_17828,mer_171,23436.12,UPI,ICICI Bank,CHECKOUT_ABANDONED,INTENT_ABANDONMENT,1,4,5,UPI,41,STANDARD,8,2,E-Commerce & Retail,1,50,DESKTOP,7864.34,WHATSAPP_CONCIERGE,0,0.0,0.0
tx_rec_110920,cust_14867,mer_125,6456.1,UPI,HDFC Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,3,3,1,UPI,490,STANDARD,18,1,SaaS & Cloud Services,0,43,MOBILE_IOS,5770.18,UPI_INTENT_FALLBACK,1,1.8,6456.1
tx_rec_110921,cust_15981,mer_167,6046.07,UPI,ICICI Bank,TRANSACTION_LIMIT,FINANCIAL_LIMIT,2,11,3,UPI,106,GROWTH,21,4,Quick Commerce & Food,0,157,MOBILE_ANDROID,9876.4,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_110922,cust_12249,mer_104,860.86,CARD,State Bank of India,BANK_DECLINED,FINANCIAL_LIMIT,2,1,9,CARD,6,STANDARD,9,6,EdTech & Learning,0,172,MOBILE_IOS,611.83,INCENTIVIZED_DUNNING,1,140.2,817.82
tx_rec_110923,cust_15631,mer_207,9665.88,WALLET,ICICI Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,2,2,8,WALLET,186,STANDARD,9,0,Travel & Hospitality,0,37,MOBILE_ANDROID,7862.35,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_110924,cust_16589,mer_156,48648.78,NET_BANKING,Axis Bank,AUTHENTICATION_FAILED,AUTHENTICATION,1,56,3,UPI,42,VIP,0,3,Quick Commerce & Food,0,88,DESKTOP,58523.25,SMART_PAYLINK_1CLICK,1,1.0,48648.78
tx_rec_110925,cust_12531,mer_244,7860.46,CARD,ICICI Bank,EXPIRED_CARD,INVALID_INSTRUMENT,1,14,2,CARD,52,STANDARD,11,2,Utilities & Telecom,0,721,MOBILE_ANDROID,5066.79,CARD_UPDATE_PROMPT,1,78.7,7860.46
tx_rec_110926,cust_15329,mer_161,2338.46,UPI,HDFC Bank,UPI_PIN_FAILED,AUTHENTICATION,1,10,6,UPI,25,STANDARD,10,6,EdTech & Learning,0,102,MOBILE_ANDROID,3331.86,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_110927,cust_11655,mer_126,9371.41,UPI,State Bank of India,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,6,5,UPI,34,STANDARD,10,6,E-Commerce & Retail,0,494,MOBILE_IOS,6214.15,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_110928,cust_16758,mer_239,4544.89,CARD,ICICI Bank,EXPIRED_CARD,INVALID_INSTRUMENT,1,13,2,CARD,46,STANDARD,15,5,E-Commerce & Retail,0,28,MOBILE_ANDROID,7321.53,SMART_PAYLINK_1CLICK,1,12.2,4544.89
tx_rec_110929,cust_10188,mer_112,8980.57,CARD,ICICI Bank,EXPIRED_CARD,INVALID_INSTRUMENT,1,2,7,CARD,64,STANDARD,17,1,Travel & Hospitality,0,25,MOBILE_IOS,7432.97,SMART_PAYLINK_1CLICK,1,2.0,8980.57
tx_rec_110930,cust_15806,mer_185,2024.72,CARD,ICICI Bank,CARD_DECLINED,FINANCIAL_LIMIT,1,12,6,NET_BANKING,60,STANDARD,16,1,Travel & Hospitality,0,59,MOBILE_IOS,2074.33,TIMED_SMART_RETRY,1,314.2,2024.72
tx_rec_110931,cust_15235,mer_111,10668.04,UPI,Yes Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,8,3,UPI,117,GROWTH,8,5,Quick Commerce & Food,0,40,MOBILE_ANDROID,19865.08,SMART_PAYLINK_1CLICK,1,1.0,10668.04
tx_rec_110932,cust_17996,mer_235,20637.18,UPI,ICICI Bank,USER_CANCELLED,INTENT_ABANDONMENT,1,1,3,UPI,454,STANDARD,12,5,EdTech & Learning,0,118,DESKTOP,7924.68,TIMED_SMART_RETRY,1,115.0,20637.18
tx_rec_110933,cust_15761,mer_232,6758.6,CARD,State Bank of India,BANK_TIMEOUT,TECHNICAL_TIMEOUT,1,9,6,UPI,160,STANDARD,13,1,EdTech & Learning,0,38,MOBILE_IOS,4766.75,INCENTIVIZED_DUNNING,1,106.2,6420.67
tx_rec_110934,cust_15146,mer_243,15444.5,UPI,Axis Bank,SESSION_TIMEOUT,INTENT_ABANDONMENT,1,19,3,UPI,60,GROWTH,14,6,E-Commerce & Retail,1,10,MOBILE_IOS,17089.74,WHATSAPP_CONCIERGE,1,7.3,15444.5
tx_rec_110935,cust_11484,mer_128,2178.08,CARD,Kotak Mahindra Bank,EXPIRED_CARD,INVALID_INSTRUMENT,1,6,5,CARD,267,STANDARD,4,6,E-Commerce & Retail,0,498,DESKTOP,4049.1,UPI_INTENT_FALLBACK,1,3.9,2178.08
tx_rec_110936,cust_14182,mer_176,17306.04,CARD,ICICI Bank,OTP_FAILED,AUTHENTICATION,1,22,5,CARD,334,GROWTH,18,5,E-Commerce & Retail,0,208,MOBILE_ANDROID,10101.55,WHATSAPP_CONCIERGE,1,2.0,17306.04
tx_rec_110937,cust_12338,mer_225,50733.88,WALLET,Axis Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,1,23,1,WALLET,41,VIP,9,1,Quick Commerce & Food,0,367,MOBILE_ANDROID,25488.62,INCENTIVIZED_DUNNING,1,10.0,48197.19
tx_rec_110938,cust_15091,mer_206,5944.91,CARD,HDFC Bank,EXPIRED_CARD,INVALID_INSTRUMENT,1,50,3,CARD,54,VIP,7,5,Travel & Hospitality,0,170,MOBILE_IOS,11559.04,CARD_UPDATE_PROMPT,1,46.6,5944.91
tx_rec_110939,cust_15059,mer_138,20388.77,NET_BANKING,Kotak Mahindra Bank,AUTHENTICATION_FAILED,AUTHENTICATION,2,28,5,NET_BANKING,26,GROWTH,11,0,E-Commerce & Retail,0,29,DESKTOP,17549.33,SMART_PAYLINK_1CLICK,1,2.4,20388.77
tx_rec_110940,cust_16559,mer_193,5995.79,CARD,Axis Bank,BANK_DECLINED,FINANCIAL_LIMIT,1,11,1,NET_BANKING,2,GROWTH,19,6,E-Commerce & Retail,0,165,MOBILE_IOS,18055.59,UPI_INTENT_FALLBACK,1,0.8,5995.79
tx_rec_110941,cust_12908,mer_148,28028.89,CARD,Axis Bank,CARD_DECLINED,FINANCIAL_LIMIT,1,60,3,UPI,164,ENTERPRISE,21,2,Travel & Hospitality,0,49,MOBILE_ANDROID,45046.68,INCENTIVIZED_DUNNING,1,116.2,26627.45
tx_rec_110942,cust_15107,mer_169,1323.91,CARD,HDFC Bank,INVALID_CARD,INVALID_INSTRUMENT,3,12,4,CARD,109,STANDARD,13,4,Quick Commerce & Food,0,459,MOBILE_ANDROID,1427.02,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_110943,cust_14190,mer_136,3629.62,CARD,IndusInd Bank,OTP_FAILED,AUTHENTICATION,1,3,2,WALLET,528,STANDARD,11,2,Quick Commerce & Food,0,22,MOBILE_ANDROID,6633.13,UPI_INTENT_FALLBACK,1,1.7,3629.62
tx_rec_110944,cust_11958,mer_226,3380.61,UPI,State Bank of India,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,12,6,UPI,58,STANDARD,0,2,E-Commerce & Retail,0,298,MOBILE_ANDROID,3869.45,SMART_PAYLINK_1CLICK,1,2.5,3380.61
tx_rec_110945,cust_10092,mer_136,39238.11,WALLET,State Bank of India,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,2,16,2,WALLET,233,VIP,16,0,Quick Commerce & Food,0,56,MOBILE_ANDROID,40670.76,INCENTIVIZED_DUNNING,1,140.2,37276.2
tx_rec_110946,cust_10870,mer_101,8339.06,UPI,Axis Bank,USER_CANCELLED,INTENT_ABANDONMENT,1,6,4,UPI,111,GROWTH,11,0,Travel & Hospitality,0,341,MOBILE_ANDROID,7363.0,TIMED_SMART_RETRY,1,169.2,8339.06
tx_rec_110947,cust_10102,mer_225,5069.54,CARD,State Bank of India,BANK_DECLINED,FINANCIAL_LIMIT,2,6,6,CARD,44,GROWTH,18,3,E-Commerce & Retail,0,47,MOBILE_ANDROID,5318.32,TIMED_SMART_RETRY,1,200.7,5069.54
tx_rec_110948,cust_13579,mer_143,9162.27,CARD,HDFC Bank,INVALID_CARD,INVALID_INSTRUMENT,1,19,7,CARD,265,GROWTH,7,1,Utilities & Telecom,0,259,DESKTOP,13795.87,SMART_PAYLINK_1CLICK,1,11.9,9162.27
tx_rec_110949,cust_12503,mer_173,14212.85,CARD,State Bank of India,CHECKOUT_ABANDONED,INTENT_ABANDONMENT,2,22,4,CARD,73,GROWTH,13,2,Quick Commerce & Food,1,24,DESKTOP,13075.2,WHATSAPP_CONCIERGE,0,0.0,0.0
tx_rec_110950,cust_15195,mer_222,41548.73,UPI,ICICI Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,2,8,6,UPI,192,GROWTH,17,0,EdTech & Learning,0,99,MOBILE_ANDROID,19190.72,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_110951,cust_11210,mer_158,66715.83,UPI,Axis Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,1,96,5,UPI,325,ENTERPRISE,18,4,E-Commerce & Retail,0,241,DESKTOP,70670.86,TIMED_SMART_RETRY,1,180.7,66715.83
tx_rec_110952,cust_17571,mer_200,15119.53,UPI,State Bank of India,USER_CANCELLED,INTENT_ABANDONMENT,1,55,5,UPI,102,VIP,11,5,Utilities & Telecom,0,112,MOBILE_ANDROID,27397.2,INCENTIVIZED_DUNNING,1,79.7,14363.55
tx_rec_110953,cust_17247,mer_183,83185.7,CARD,HDFC Bank,INVALID_CARD,INVALID_INSTRUMENT,2,20,5,UPI,167,VIP,10,6,EdTech & Learning,0,103,MOBILE_IOS,42161.26,CARD_UPDATE_PROMPT,1,73.5,83185.7
tx_rec_110954,cust_11849,mer_136,18918.54,CARD,State Bank of India,OTP_FAILED,AUTHENTICATION,1,21,1,WALLET,120,GROWTH,7,3,E-Commerce & Retail,0,168,TABLET,18403.85,SMART_PAYLINK_1CLICK,1,8.5,18918.54
tx_rec_110955,cust_12811,mer_175,2224.85,NET_BANKING,Bank of Baroda,BANK_TIMEOUT,TECHNICAL_TIMEOUT,1,4,4,NET_BANKING,89,STANDARD,20,6,E-Commerce & Retail,0,84,MOBILE_ANDROID,3123.79,UPI_INTENT_FALLBACK,1,1.3,2224.85
tx_rec_110956,cust_13392,mer_154,4599.48,CARD,HDFC Bank,OTP_FAILED,AUTHENTICATION,1,3,4,UPI,117,STANDARD,20,6,SaaS & Cloud Services,0,151,MOBILE_ANDROID,6925.24,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_110957,cust_13636,mer_145,2987.64,CARD,ICICI Bank,BANK_DECLINED,FINANCIAL_LIMIT,1,5,2,CARD,70,STANDARD,22,1,SaaS & Cloud Services,0,87,MOBILE_IOS,3000.25,TIMED_SMART_RETRY,1,172.5,2987.64
tx_rec_110958,cust_11826,mer_139,8970.25,UPI,Axis Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,3,15,4,UPI,7,GROWTH,0,2,Quick Commerce & Food,0,294,MOBILE_ANDROID,7898.13,TIMED_SMART_RETRY,1,189.8,8970.25
tx_rec_110959,cust_11958,mer_135,4646.98,UPI,ICICI Bank,TRANSACTION_LIMIT,FINANCIAL_LIMIT,2,12,6,UPI,58,STANDARD,7,0,E-Commerce & Retail,0,61,MOBILE_ANDROID,3869.45,INCENTIVIZED_DUNNING,1,17.9,4414.63
tx_rec_110960,cust_12888,mer_187,3166.88,UPI,State Bank of India,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,2,1,5,UPI,53,STANDARD,10,2,E-Commerce & Retail,0,298,MOBILE_ANDROID,7332.99,UPI_INTENT_FALLBACK,1,1.6,3166.88
tx_rec_110961,cust_17593,mer_112,425.63,UPI,State Bank of India,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,2,7,4,UPI,159,STANDARD,13,1,Utilities & Telecom,0,28,TABLET,629.42,UPI_INTENT_FALLBACK,1,2.3,425.63
tx_rec_110962,cust_14159,mer_125,7437.37,UPI,Axis Bank,UPI_PIN_FAILED,AUTHENTICATION,2,4,4,UPI,46,STANDARD,6,5,SaaS & Cloud Services,0,43,MOBILE_IOS,6021.54,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_110963,cust_10195,mer_183,4256.97,UPI,Axis Bank,BANK_SERVER_DOWN,TECHNICAL_TIMEOUT,2,14,9,CARD,58,STANDARD,8,2,E-Commerce & Retail,0,34,MOBILE_IOS,3487.16,UPI_INTENT_FALLBACK,1,2.2,4256.97
tx_rec_110964,cust_14228,mer_233,27657.23,CARD,Kotak Mahindra Bank,CARD_DECLINED,FINANCIAL_LIMIT,1,23,1,UPI,218,GROWTH,12,3,E-Commerce & Retail,0,194,DESKTOP,18842.66,UPI_INTENT_FALLBACK,1,1.4,27657.23
tx_rec_110965,cust_16853,mer_168,4278.21,UPI,ICICI Bank,CHECKOUT_ABANDONED,INTENT_ABANDONMENT,1,11,4,NET_BANKING,244,GROWTH,14,5,SaaS & Cloud Services,1,8,MOBILE_ANDROID,12166.89,SMART_PAYLINK_1CLICK,1,9.7,4278.21
tx_rec_110966,cust_10746,mer_236,2155.65,CARD,State Bank of India,OTP_FAILED,AUTHENTICATION,1,5,8,CARD,343,STANDARD,9,6,E-Commerce & Retail,0,239,MOBILE_ANDROID,2011.46,WHATSAPP_CONCIERGE,0,0.0,0.0
tx_rec_110967,cust_17116,mer_116,2445.2,UPI,Kotak Mahindra Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,1,9,WALLET,172,STANDARD,13,1,EdTech & Learning,0,234,MOBILE_ANDROID,5505.32,SMART_PAYLINK_1CLICK,1,8.7,2445.2
tx_rec_110968,cust_10312,mer_204,113391.16,CARD,HDFC Bank,CHECKOUT_ABANDONED,INTENT_ABANDONMENT,1,73,1,CARD,486,ENTERPRISE,11,3,Quick Commerce & Food,1,20,MOBILE_IOS,96895.42,WHATSAPP_CONCIERGE,1,26.8,113391.16
tx_rec_110969,cust_11774,mer_189,1545.68,CARD,Yes Bank,INVALID_CARD,INVALID_INSTRUMENT,1,14,5,CARD,222,STANDARD,6,5,Travel & Hospitality,0,312,MOBILE_ANDROID,1649.72,CARD_UPDATE_PROMPT,1,68.6,1545.68
tx_rec_110970,cust_10481,mer_143,35469.51,CARD,Axis Bank,BANK_TIMEOUT,TECHNICAL_TIMEOUT,2,43,4,UPI,52,VIP,17,2,E-Commerce & Retail,0,29,MOBILE_ANDROID,47045.2,UPI_INTENT_FALLBACK,1,1.7,35469.51
tx_rec_110971,cust_16144,mer_200,177475.55,UPI,Axis Bank,UPI_PIN_FAILED,AUTHENTICATION,1,72,2,UPI,397,ENTERPRISE,5,0,Travel & Hospitality,0,151,MOBILE_ANDROID,83847.35,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_110972,cust_10938,mer_190,1433.3,UPI,State Bank of India,USER_CANCELLED,INTENT_ABANDONMENT,1,3,8,UPI,176,STANDARD,16,0,E-Commerce & Retail,0,114,MOBILE_ANDROID,973.3,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_110973,cust_10462,mer_215,2709.41,CARD,Axis Bank,OTP_FAILED,AUTHENTICATION,3,6,3,CARD,64,STANDARD,7,1,EdTech & Learning,0,35,MOBILE_ANDROID,2302.87,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_110974,cust_15288,mer_148,7237.06,NET_BANKING,Bank of Baroda,BANK_TIMEOUT,TECHNICAL_TIMEOUT,1,14,6,NET_BANKING,288,STANDARD,17,2,SaaS & Cloud Services,0,27,MOBILE_ANDROID,3815.72,CARD_UPDATE_PROMPT,1,66.3,7237.06
tx_rec_110975,cust_15195,mer_193,32043.55,UPI,Kotak Mahindra Bank,TRANSACTION_LIMIT,FINANCIAL_LIMIT,3,8,6,UPI,192,GROWTH,6,0,SaaS & Cloud Services,0,376,MOBILE_IOS,19190.72,UPI_INTENT_FALLBACK,0,0.0,0.0
tx_rec_110976,cust_14198,mer_146,13787.9,CARD,HDFC Bank,BANK_DECLINED,FINANCIAL_LIMIT,3,12,6,UPI,80,GROWTH,16,2,E-Commerce & Retail,0,437,DESKTOP,18989.51,TIMED_SMART_RETRY,1,242.1,13787.9
tx_rec_110977,cust_12254,mer_195,5464.49,NET_BANKING,Axis Bank,BANK_TIMEOUT,TECHNICAL_TIMEOUT,2,10,3,NET_BANKING,8,STANDARD,18,4,SaaS & Cloud Services,0,45,DESKTOP,7909.87,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_110978,cust_14948,mer_138,40907.62,WALLET,Axis Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,1,36,2,NET_BANKING,315,ENTERPRISE,3,3,E-Commerce & Retail,0,206,MOBILE_ANDROID,47683.4,TIMED_SMART_RETRY,1,332.5,40907.62
tx_rec_110979,cust_11858,mer_221,6432.99,UPI,State Bank of India,UPI_PIN_FAILED,AUTHENTICATION,1,7,6,UPI,460,GROWTH,11,3,E-Commerce & Retail,0,32,MOBILE_ANDROID,5393.1,SMART_PAYLINK_1CLICK,1,5.7,6432.99
tx_rec_110980,cust_16341,mer_151,4204.5,UPI,State Bank of India,UPI_TIMEOUT,TECHNICAL_TIMEOUT,2,4,2,UPI,121,STANDARD,7,3,EdTech & Learning,0,36,MOBILE_ANDROID,5985.17,UPI_INTENT_FALLBACK,1,2.0,4204.5
tx_rec_110981,cust_10803,mer_174,6762.17,UPI,Axis Bank,CHECKOUT_ABANDONED,INTENT_ABANDONMENT,2,7,3,UPI,52,STANDARD,19,6,E-Commerce & Retail,1,7,MOBILE_ANDROID,6997.19,INCENTIVIZED_DUNNING,1,116.2,6424.06
tx_rec_110982,cust_12692,mer_235,2412.71,UPI,Kotak Mahindra Bank,CHECKOUT_ABANDONED,INTENT_ABANDONMENT,3,13,6,UPI,77,STANDARD,15,6,EdTech & Learning,1,42,MOBILE_ANDROID,3498.94,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_110983,cust_17563,mer_200,1204.66,UPI,HDFC Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,3,12,2,UPI,16,STANDARD,0,0,E-Commerce & Retail,0,158,DESKTOP,1172.89,TIMED_SMART_RETRY,1,184.2,1204.66
tx_rec_110984,cust_12940,mer_181,88441.45,UPI,Bank of Baroda,TRANSACTION_LIMIT,FINANCIAL_LIMIT,2,34,4,UPI,105,VIP,6,3,EdTech & Learning,0,95,MOBILE_ANDROID,49853.14,UPI_INTENT_FALLBACK,1,4.7,88441.45
tx_rec_110985,cust_12385,mer_151,4213.44,CARD,Kotak Mahindra Bank,OTP_FAILED,AUTHENTICATION,3,2,4,CARD,198,STANDARD,13,2,E-Commerce & Retail,0,141,TABLET,4598.85,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_110986,cust_10814,mer_202,13888.52,UPI,State Bank of India,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,1,19,1,UPI,11,GROWTH,14,0,E-Commerce & Retail,0,97,MOBILE_IOS,8629.49,UPI_INTENT_FALLBACK,1,6.3,13888.52
tx_rec_110987,cust_16824,mer_229,16587.86,MANDATE,Axis Bank,MANDATE_FAILED,MANDATE_ISSUE,1,24,3,MANDATE,27,GROWTH,8,6,EdTech & Learning,0,39,MOBILE_ANDROID,9054.18,TIMED_SMART_RETRY,1,155.5,16587.86
tx_rec_110988,cust_11735,mer_249,18569.87,UPI,HDFC Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,1,12,3,UPI,138,GROWTH,14,4,E-Commerce & Retail,0,145,MOBILE_ANDROID,17902.17,UPI_INTENT_FALLBACK,1,2.3,18569.87
tx_rec_110989,cust_15637,mer_200,2420.35,UPI,ICICI Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,5,9,UPI,74,STANDARD,15,4,SaaS & Cloud Services,0,163,MOBILE_IOS,4077.2,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_110990,cust_12980,mer_156,1773.63,WALLET,State Bank of India,USER_CANCELLED,INTENT_ABANDONMENT,1,11,5,WALLET,82,STANDARD,15,2,E-Commerce & Retail,0,94,MOBILE_ANDROID,1437.58,SMART_PAYLINK_1CLICK,0,0.0,0.0
tx_rec_110991,cust_11342,mer_126,3041.69,UPI,HDFC Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,11,2,UPI,71,STANDARD,9,5,E-Commerce & Retail,0,184,MOBILE_ANDROID,3801.66,UPI_INTENT_FALLBACK,1,2.8,3041.69
tx_rec_110992,cust_11093,mer_205,31329.33,CARD,Kotak Mahindra Bank,OTP_FAILED,AUTHENTICATION,1,54,2,CARD,413,VIP,16,4,E-Commerce & Retail,0,113,MOBILE_ANDROID,32825.44,UPI_INTENT_FALLBACK,1,2.9,31329.33
tx_rec_110993,cust_16778,mer_140,6165.67,CARD,Kotak Mahindra Bank,OTP_FAILED,AUTHENTICATION,2,7,1,CARD,125,STANDARD,15,0,SaaS & Cloud Services,0,280,MOBILE_ANDROID,7496.82,SMART_PAYLINK_1CLICK,1,17.1,6165.67
tx_rec_110994,cust_13531,mer_116,8891.12,WALLET,IndusInd Bank,AUTHENTICATION_FAILED,AUTHENTICATION,2,8,4,WALLET,77,GROWTH,10,3,Travel & Hospitality,0,52,MOBILE_ANDROID,14511.46,SMART_PAYLINK_1CLICK,1,5.2,8891.12
tx_rec_110995,cust_16488,mer_136,9537.82,UPI,State Bank of India,UPI_PIN_FAILED,AUTHENTICATION,1,12,6,UPI,95,GROWTH,19,3,SaaS & Cloud Services,0,42,MOBILE_ANDROID,10376.68,SMART_PAYLINK_1CLICK,1,2.1,9537.82
tx_rec_110996,cust_17487,mer_214,53646.78,UPI,HDFC Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,36,1,CARD,109,ENTERPRISE,15,6,E-Commerce & Retail,0,475,MOBILE_ANDROID,87070.84,TIMED_SMART_RETRY,1,134.0,53646.78
tx_rec_110997,cust_12173,mer_224,27360.36,UPI,State Bank of India,UPI_TIMEOUT,TECHNICAL_TIMEOUT,4,27,3,UPI,381,VIP,10,6,Travel & Hospitality,0,35,MOBILE_ANDROID,51669.57,TIMED_SMART_RETRY,1,123.2,27360.36
tx_rec_110998,cust_11847,mer_157,132655.2,WALLET,Yes Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,1,111,6,CARD,79,ENTERPRISE,21,6,E-Commerce & Retail,0,335,MOBILE_ANDROID,100415.7,INCENTIVIZED_DUNNING,1,66.4,126022.44
tx_rec_110999,cust_16428,mer_216,9171.64,UPI,Federal Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,1,4,6,UPI,210,STANDARD,19,1,Quick Commerce & Food,0,61,MOBILE_IOS,7945.53,UPI_INTENT_FALLBACK,1,1.5,9171.64
tx_rec_111000,cust_11231,mer_169,9989.32,UPI,Kotak Mahindra Bank,USER_CANCELLED,INTENT_ABANDONMENT,3,6,3,UPI,255,STANDARD,18,0,E-Commerce & Retail,0,27,MOBILE_ANDROID,6456.01,TIMED_SMART_RETRY,0,0.0,0.0
tx_rec_111001,cust_11808,mer_109,1784.19,NET_BANKING,HDFC Bank,BANK_TIMEOUT,TECHNICAL_TIMEOUT,3,8,3,NET_BANKING,57,STANDARD,6,4,Quick Commerce & Food,0,153,MOBILE_ANDROID,1889.06,TIMED_SMART_RETRY,0,0.0,0.0
tx_rec_111002,cust_11416,mer_153,921.68,UPI,HDFC Bank,UPI_PIN_FAILED,AUTHENTICATION,1,5,6,UPI,162,STANDARD,23,6,SaaS & Cloud Services,0,310,MOBILE_IOS,1041.72,SMART_PAYLINK_1CLICK,1,1.2,921.68
tx_rec_111003,cust_14766,mer_119,2037.53,WALLET,Axis Bank,INSUFFICIENT_FUNDS,FINANCIAL_LIMIT,1,9,4,WALLET,221,STANDARD,19,1,E-Commerce & Retail,0,159,MOBILE_ANDROID,2464.25,TIMED_SMART_RETRY,1,105.7,2037.53
tx_rec_111004,cust_12989,mer_207,10998.59,CARD,Bank of Baroda,EXPIRED_CARD,INVALID_INSTRUMENT,1,6,7,CARD,139,GROWTH,17,0,SaaS & Cloud Services,0,200,DESKTOP,15204.66,UPI_INTENT_FALLBACK,1,3.3,10998.59
tx_rec_111005,cust_13717,mer_241,2881.73,CARD,HDFC Bank,EXPIRED_CARD,INVALID_INSTRUMENT,1,12,9,CARD,137,STANDARD,15,3,EdTech & Learning,0,459,MOBILE_ANDROID,3390.68,UPI_INTENT_FALLBACK,1,0.6,2881.73
tx_rec_111006,cust_15265,mer_246,67459.0,UPI,HDFC Bank,UPI_TIMEOUT,TECHNICAL_TIMEOUT,1,28,4,UPI,72,VIP,14,2,E-Commerce & Retail,0,23,MOBILE_ANDROID,57175.28,UPI_INTENT_FALLBACK,1,0.5,67459.0
